"MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X2ndFlrSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","WoodDeckSF","OpenPorchSF","SalePrice"
60,82,11287,7,6,340,421,386,807,807,0,0,2,1,3,7,1,1989,2,0,84,228500
20,60,7200,6,5,68,905,357,1262,0,0,0,2,0,2,5,0,2006,2,0,120,185000
120,34,5063,7,5,166,904,410,1314,0,1,0,2,0,2,6,1,2008,2,172,62,207500
20,74,9612,8,5,72,0,1468,1468,0,0,0,2,0,3,6,1,2008,3,210,150,244600
120,50,8012,6,5,0,430,1145,1575,0,1,0,2,0,2,5,0,1992,2,0,0,179200
160,35,4251,7,5,0,0,625,625,625,0,0,2,1,2,5,0,2006,2,0,54,164700
50,77,9786,6,7,0,600,312,912,649,0,0,1,1,3,7,1,1962,2,0,0,159000
20,56,8125,4,4,0,614,244,858,0,0,0,1,0,3,5,0,1946.14285714286,0,0,0,88000
20,73.5,9819,5,5,31,450,432,882,0,0,0,1,0,3,5,0,1970,1,0,0,122000
70,60,8730,6,7,0,0,698,698,698,0,0,1,0,3,7,0,2003,1,0,0,153575
60,120,15611,8,5,0,0,1079,1079,840,0,0,2,1,3,8,1,2006,2,0,51,233230
190,55,5687,5,6,0,210,570,780,780,1,0,2,0,6,9,0,1972.9,0,0,184,135900
50,60,11409,5,4,0,292,476,768,568,0,0,1,1,3,8,1,1949,1,0,0,131000
60,94.2857142857143,16659,7,7,34,795,0,795,795,1,0,2,1,3,9,1,1977,2,0,250,235000
20,80,9600,6,5,238,1285,131,1416,0,1,0,1,0,3,7,2,1953,2,110,0,167000
80,37,7937,6,6,0,819,184,1003,0,1,0,1,0,3,6,0,1984,2,120,0,142500
50,75,13710,5,5,0,420,490,910,648,0,0,1,1,4,6,0,1950,1,289,0,152000
60,66,7399,7,5,1600,649,326,975,975,0,0,2,1,3,7,1,1997,2,0,10,239000
60,90,11700,6,6,365,384,143,702,702,0,1,1,2,3,7,1,1968,2,224,0,175000
20,80,14000,6,8,0,0,1092,1092,0,0,1,1,0,3,6,1,1950,1,0,36,158500
190,90,15750,5,5,56,841,324,1165,0,1,0,1,0,2,5,2,1953,1,0,0,157000
60,66,16226,8,5,0,281,747,1028,1242,0,0,2,1,4,9,1,1998,2,208,50,267000
20,118,13704,7,5,150,0,1541,1541,0,0,0,2,0,3,6,1,2001,3,468,81,205000
20,70,9800,5,7,0,894,0,894,0,1,0,1,0,3,5,0,1975,2,256,0,149900
75,87,18386,7,9,0,0,1470,1470,1818,0,0,3,0,3,10,1,2003,3,302,0,295000
20,80,10386,8,5,246,1464,536,2000,0,1,0,2,0,3,8,0,2004,3,168,0,305900
60,116,13474,7,5,246,700,0,700,1121,1,0,2,1,4,8,1,1990,3,127,44,225000
50,52.875,7920,6,7,0,0,319,319,371,0,0,1,0,3,6,0,1942.77777777778,0,0,144,89500
30,68.625,12342,4,5,0,262,599,861,0,0,0,1,0,1,4,0,1961,2,158,0,82500
20,90,12378,9,5,0,1274,622,1896,0,1,0,2,0,3,8,3,2003,3,208,175,360000
60,74.375,7685,6,5,112,518,179,697,804,0,0,2,1,3,6,1,1993,2,190,63,165600
20,50,8000,6,6,0,680,292,972,0,1,0,1,0,2,5,1,1948,1,0,0,132000
190,65,7800,5,7,0,507,286,793,325,1,0,1,0,3,5,1,1939,2,0,0,119900
20,150,215245,7,5,0,1236,80,2136,0,2,0,2,0,3,8,2,1965,2,0,0,375000
70,60,9600,7,7,0,16,712,728,809,0,1,1,1,3,6,1,1925,2,0,0,178000
60,71,7795,7,5,0,425,291,716,716,1,0,2,1,3,6,1,2004,2,100,51,188500
60,94,13005,7,7,278,692,153,845,1200,1,0,2,1,4,10,1,1983,2,288,195,260000
60,75,9000,8,5,0,0,1088,1088,871,0,0,2,1,3,8,1,2006,3,208,46,270000
60,90,9900,7,5,256,987,360,1347,1274,1,0,2,1,4,9,1,1993,3,340,60,260000
80,84.1428571428571,14115,7,5,225,1036,336,1372,0,1,0,2,0,3,6,2,1980,2,233,48,187500
60,111,16259,9,5,370,0,1249,1249,1347,0,0,3,1,4,9,0,2006,3,240,154,342643
60,99,12099,8,5,388,970,166,1136,1332,1,0,2,1,4,10,1,2004,3,184,154,354000
60,86,10380,7,5,172,28,0,1502,1177,1,0,2,1,4,8,1,1987,2,201,96,301000
20,49,5820,3,8,0,256,906,1162,0,1,0,1,0,3,6,0,1955,1,142,98,126175
80,96,11275,7,7,300,0,710,710,1080,0,0,2,1,5,11,1,1961,2,240,0,242000
45,50,5000,5,6,0,116,604,720,0,0,0,1,0,2,5,0,1941,2,0,0,87000
120,32,10846,8,5,0,1619,100,1719,0,2,0,1,1,1,6,2,1993,2,122,30,324000
20,80,11600,6,5,175,565,818,1383,0,0,0,1,1,3,7,0,1960,1,0,45,145250
75,75.4,11888,6,6,0,0,844,844,689,0,0,2,0,5,10,0,1930,2,0,60,214500
70,60,6402,5,5,0,0,596,596,596,0,0,1,0,3,6,0,1920,1,0,0,78000
90,69.9,10624,5,4,84,40,1424,1728,0,0,1,2,0,6,10,0,2002,1,155,0,119000
20,70,8176,5,6,0,846,210,1056,0,1,0,1,0,3,6,0,1958,1,0,0,139000
20,85,10655,8,5,296,1124,1603,3206,0,1,0,2,0,3,7,1,2003,3,0,0,284000
120,59,8198,7,5,146,720,638,1358,0,1,0,2,0,2,6,1,2004,2,192,30,207000
60,59,9042,6,5,0,828,115,943,695,1,0,2,1,3,7,2,1998,2,100,38,192000
190,130.6,164660,5,6,0,1249,103,1499,167,2,0,2,0,3,7,2,1965,2,670,0,228950
20,86,14157,9,5,200,1249,673,1922,0,1,0,2,0,3,8,1,2005,3,178,51,377426
20,70,9135,7,5,113,810,726,1536,0,1,0,2,0,3,7,0,2002,2,192,74,214000
20,91,14145,7,7,0,213,995,1208,0,1,0,2,0,3,8,0,1984,2,108,45,202500
20,66,12400,6,7,176,585,630,1215,0,0,0,1,0,3,6,0,1958,1,0,0,155000
60,85,14191,8,5,0,0,967,967,915,0,0,2,1,4,9,0,2002,2,135,0,202900
20,60,8400,4,4,0,0,721,721,0,0,0,1,0,2,4,0,1950,1,250,0,82000
90,64.125,8544,3,4,340,0,0,0,0,0,0,2,0,2,6,0,1949,2,0,0,87500
120,63,8849,9,5,616,28,1656,1684,0,0,0,2,0,2,6,1,2005,2,495,72,266000
160,36,2592,5,3,0,129,175,536,576,0,0,1,1,3,4,0,1976,1,182,0,85000
50,65,6435,6,5,0,0,972,972,605,0,0,1,0,3,6,1,1939,1,0,0,140200
20,85.4285714285714,12772,6,8,0,498,460,958,0,0,0,1,0,2,5,0,1960,1,0,0,151500
20,73.4444444444444,17600,6,5,30,1270,208,1478,0,1,0,2,0,3,6,2,1960,2,0,40,157500
160,36,2448,7,5,106,573,191,764,862,1,0,2,1,2,6,0,2003,2,0,27,154000
60,56,20431,9,5,870,1410,438,1848,880,1,0,2,1,4,10,2,2006,3,0,0,437154
120,68,7820,9,5,362,0,1869,1869,0,0,0,2,0,2,6,1,2007,2,210,54,318061
120,53.1111111111111,5271,7,5,0,1082,371,1453,0,1,0,1,1,2,6,1,1986,2,0,80,190000
50,60,9084,5,6,0,236,0,616,495,0,1,1,0,3,5,0,1941,1,48,0,95000
30,60,8520,6,8,0,0,624,624,0,0,0,1,0,2,5,0,2005,2,106,0,105900
50,60,8400,6,5,0,388,552,940,403,0,0,1,0,2,6,2,1940,1,0,0,140000
20,105,11249,6,5,0,334,322,1200,0,1,0,2,0,3,6,0,1995,2,0,26,177500
20,70,9248,6,6,106,560,598,1158,0,1,0,2,0,3,6,0,1992,2,120,26,173000
120,44,4224,5,5,0,874,268,1142,0,1,0,1,1,3,6,1,1976,2,536,90,134000
80,92,6930,5,4,120,300,468,1062,0,0,1,1,0,3,6,0,1958,1,168,0,130000
60,78,12011,8,5,530,956,130,1086,838,1,0,2,1,3,7,1,1998,2,208,75,280000
85,67.4,7540,6,6,0,773,115,888,0,1,0,1,0,2,5,1,1978,2,0,0,156000
50,73.4444444444444,9144,5,5,0,399,484,883,517,1,0,1,0,3,8,0,1940,1,0,0,145000
85,64,7301,7,5,500,0,0,0,1427,0,0,3,0,4,7,1,2003,2,0,0,198500
160,21,1680,6,8,510,162,321,483,504,0,0,1,1,2,5,0,1972,1,250,0,118000
60,73.1666666666667,18800,6,5,120,712,84,796,784,1,0,2,1,3,6,1,1976,2,306,111,190000
70,59,10690,5,7,0,456,216,672,672,0,0,1,0,3,6,0,1964,1,0,128,147000
20,86.3333333333333,9500,6,5,247,609,785,1394,0,1,0,1,1,3,6,2,1963,2,0,76,159000
80,101,9150,6,5,305,371,728,1099,0,0,1,1,0,3,6,1,1962,1,64,110,165000
20,78,7800,5,6,200,540,728,1268,0,0,0,1,0,2,7,1,1954,1,0,98,132000
20,69,9830,5,7,0,72,733,1063,0,1,0,1,0,3,7,1,1997,2,364,17,162000
60,68.8571428571429,8121,6,5,0,0,953,953,711,0,0,2,1,3,7,1,2000,2,100,40,172400
50,80,17120,4,4,0,0,0,0,468,0,0,2,0,4,7,1,1991,2,0,59,134432
120,50,7175,6,5,0,623,0,744,0,1,0,1,0,2,4,0,1984,1,353,0,125000
20,79,10634,5,6,0,428,0,608,0,1,0,1,0,3,5,0,1953,1,66,0,123000
60,65,8200,7,5,0,0,847,847,1081,0,0,2,1,4,8,1,2003,2,100,48,219500
30,56.7,10020,1,1,0,350,333,683,0,1,0,0,1,1,4,0,1941.5,0,0,0,61000
85,57,8846,5,5,0,298,572,870,0,0,0,1,0,2,5,0,1998,2,0,0,148000
60,102,11143,8,5,0,0,1580,1580,886,0,0,3,0,4,8,1,2004,2,159,214,340000
20,88,11394,9,2,350,1445,411,1856,0,1,0,1,1,1,8,1,2010,3,113,0,394432
60,60,8123,6,5,16,0,982,982,793,0,0,2,1,3,7,1,2000,2,100,63,179000
50,50,5000,5,6,0,218,808,1026,665,0,0,2,0,3,6,1,1924,1,0,0,127000
20,60,7200,7,5,0,0,1293,1293,0,1,0,2,0,2,5,1,2006,2,216,121,187750
60,79,9245,7,5,0,0,939,939,858,0,0,2,1,3,8,0,2006,2,144,53,213500
45,60,9000,6,3,0,0,784,784,0,0,0,1,0,2,5,0,1950,2,0,0,76000
60,143.666666666667,53107,6,5,0,985,595,1580,874,1,0,2,1,3,9,2,1992,2,216,231,240000
120,43,3182,8,5,16,24,1232,1256,0,0,0,2,0,2,6,1,2004,2,146,20,192000
50,58,8410,5,3,0,0,658,658,526,0,0,1,0,5,8,0,1953.4,0,0,151,81000
80,72,7200,6,6,255,631,410,1041,0,1,0,1,0,3,6,1,1977,1,296,0,125000
20,93,9382,7,5,125,0,1468,1468,0,0,0,2,0,3,6,0,1999,2,120,25,191000
60,96,12474,10,5,272,1280,402,1682,590,1,0,2,1,3,9,1,2008,3,196,134,426000
50,50,8405,5,8,0,241,229,861,406,1,0,1,0,4,7,0,1978,1,0,130,119000
60,71,12209,6,5,0,690,114,804,1157,1,0,2,1,3,7,1,2001,2,125,192,215000
20,63.375,8339,5,7,0,0,0,0,0,0,0,1,0,3,5,0,1959,1,0,0,106500
30,62.2,7446,4,5,0,266,522,788,0,0,0,1,0,2,4,2,1955.5,0,0,0,100000
50,60,10134,5,6,0,0,735,735,299,0,0,1,0,2,5,0,1940,1,0,39,109000
20,68,9571,5,6,0,739,405,1144,0,1,0,1,0,3,6,0,1956,1,44,0,129000
20,60,7200,5,5,0,777,117,894,0,0,0,1,0,2,6,0,1985,2,215,0,123000
60,69,7590,5,5,288,540,324,864,936,0,0,2,0,4,8,1,1962,1,0,168,169500
30,60,8967,5,2,0,0,961,961,0,0,0,1,0,2,6,0,1920,1,0,0,67000
60,65,8125,7,5,100,812,280,1092,438,1,0,2,0,2,7,0,2007,2,0,168,241000
120,38,14963,8,5,0,786,474,1260,0,1,0,1,1,1,4,2,1996,2,120,30,245500
20,65,8767,7,5,0,24,1286,1310,0,0,0,2,0,3,6,1,2005,2,0,0,164990
30,60,10200,5,8,0,0,672,672,0,0,0,1,0,2,4,0,1940,1,168,0,108000
60,93,12090,8,5,650,0,1141,1141,1098,0,0,2,1,4,10,1,1998,2,144,123,258000
60,73.3,10364,6,5,0,0,806,806,766,0,0,2,1,3,7,1,1995,2,0,40,168000
20,79.5,9991,4,4,0,1116,165,1281,0,1,0,2,0,3,8,1,1993,2,120,78,150000
50,51,10480,6,5,0,0,1064,1064,0,0,0,1,0,3,6,0,1936,1,0,0,115000
70,63,15576,6,7,0,0,840,840,840,0,0,2,0,4,8,0,1960,1,0,0,177000
60,109,14154,7,5,350,0,1063,1063,1101,0,0,2,1,3,9,1,2006,3,192,62,280000
60,85,10800,8,5,100,789,245,1034,1028,1,0,2,1,3,8,1,2008,3,0,102,339750
20,68,9571,5,3,0,0,1276,1276,0,0,0,1,0,3,5,0,1958,1,0,0,60000
190,100,34650,5,5,0,1056,0,1056,0,1,0,1,0,3,5,0,1955,2,264,0,145000
20,66,4403,7,5,432,578,892,1470,0,1,0,2,1,2,7,1,2009,2,0,144,222000
30,56,8960,5,6,0,0,1008,1008,0,0,0,1,0,2,5,1,1927,2,0,0,115000
60,59,11228,7,5,0,50,499,1080,1017,0,1,2,1,3,9,1,1993,3,196,187,228000
20,73,8899,7,5,0,24,1316,1340,0,0,0,2,0,3,6,0,2007,2,100,30,181134
60,74,7844,6,7,203,209,463,672,728,0,0,1,1,3,6,1,1978,2,0,0,149500
70,86,22420,6,6,0,1128,242,1370,1254,1,0,2,1,4,10,1,1918,3,0,0,239000
50,60,8160,5,6,0,312,444,756,378,1,0,1,1,3,7,0,1940,1,0,0,126000
20,65,8450,5,6,0,775,281,1056,0,1,0,1,0,3,6,1,1968,1,0,85,142000
90,78,7060,7,5,200,1309,35,1344,0,2,0,2,0,2,8,0,1997,4,0,0,206300
20,68.5714285714286,16635,6,7,126,1246,356,1602,0,0,1,2,0,3,8,1,1977,2,240,0,215000
20,100,21750,5,5,0,0,988,988,0,0,0,1,0,2,4,0,1954,2,0,0,113000
60,80,9200,8,5,473,986,484,1470,1160,1,0,2,1,4,8,1,1998,3,0,66,315000
20,72,9000,6,5,74,616,580,1196,0,1,0,1,0,2,6,1,1956,1,0,44,139000
60,60,3378,7,8,0,0,651,651,682,0,0,1,1,3,6,2,1947,1,0,0,135000
80,73.4,12800,7,5,145,1518,0,1518,0,1,1,2,0,2,5,1,1989,2,80,0,275000
20,77,8593,4,6,0,288,619,907,0,0,0,1,0,3,5,0,1964,1,0,0,109008
20,64,6762,7,5,108,664,544,1208,0,1,0,2,0,2,6,0,2007,2,105,54,195400
20,130,11457,6,5,0,1005,387,1392,0,1,0,2,0,3,6,1,1988,2,0,0,175000
160,21,1680,6,5,232,387,96,483,504,0,0,1,1,2,4,0,1971,1,0,0,85400
50,60,5586,6,7,0,0,901,901,110,0,0,1,0,4,7,0,1939.5,0,0,98,79900
160,24,1920,5,5,376,471,294,765,600,1,0,1,1,2,6,0,1971,2,240,36,122500
60,100,10839,6,5,0,0,926,926,678,0,0,2,1,3,7,1,1997,2,0,36,181000
180,21,1890,4,7,0,495,135,630,0,1,0,1,0,1,3,0,1962.83333333333,0,88,0,81000
60,43,10667,7,6,0,385,70,799,834,1,0,2,1,3,6,1,1996,2,158,61,212000
50,40,4400,6,8,0,0,648,648,384,0,0,1,0,2,6,0,1990,2,0,0,116000
45,50,6000,6,7,0,0,884,884,0,0,0,1,0,2,4,0,1926,1,0,0,119000
30,40,4280,5,6,0,365,75,440,0,0,0,1,0,2,4,1,1990,1,0,0,90350
50,67,12354,6,8,0,0,684,684,512,0,0,1,0,3,7,0,2005,2,0,46,110000
20,105,15431,10,5,200,1767,788,3094,0,1,0,2,0,2,10,2,2008,3,0,72,555000
90,92,12108,4,4,270,133,1307,1440,0,0,0,2,0,4,8,0,1967.25,0,0,0,118000
50,52,6240,5,7,0,0,1078,1078,445,0,0,2,0,3,8,1,1930,2,0,0,162900
120,53,3922,7,5,72,0,1258,1258,0,0,0,2,0,2,6,1,2007,3,144,16,172500
60,70,8750,7,5,0,642,273,915,975,1,0,2,1,4,8,1,1994,2,144,133,210000
20,73,9855,6,5,0,0,1436,1436,0,0,0,1,0,3,7,1,1956,2,0,0,127500
20,137,16492,6,6,0,247,557,1517,0,0,0,2,1,2,6,1,1966,2,0,0,190000
60,83.125,11214,7,5,0,0,930,930,930,0,0,2,1,4,10,1,1998,2,89,0,199900
50,50,8600,6,6,0,0,780,780,596,0,0,2,0,3,7,1,1937,1,0,0,119500
50,50,6000,3,7,0,331,318,649,504,0,0,1,1,2,6,0,1981,1,0,176,120000
30,70,5684,6,8,0,0,813,813,0,0,0,1,0,2,5,0,1932,1,0,113,110000
20,62,70761,7,5,0,655,878,1533,0,1,0,2,0,2,5,2,1975,2,200,54,280000
60,70.125,9303,6,5,42,742,130,872,868,1,0,2,1,3,7,0,1996,2,144,122,204000
60,75,9000,8,5,0,0,768,768,804,0,0,2,1,3,6,0,2008,2,0,30,210000
90,63,9297,5,5,0,1606,122,1728,0,2,0,2,0,4,8,0,1976,2,0,0,188000
20,80,9600,7,6,320,916,326,1242,0,0,0,1,1,3,6,1,1973,2,0,0,175500
70,34,4571,5,5,0,0,624,624,720,0,0,1,0,4,7,0,1916,3,0,0,98000
20,139.4,53227,4,6,0,1116,248,1364,0,1,0,1,0,2,6,2,1954,2,224,137,256000
70,46.75,5100,8,7,0,0,588,588,833,0,0,1,0,3,7,1,1925,1,192,63,161000
50,61.875,7015,5,4,161,185,524,709,224,1,0,1,0,3,5,1,1950,1,0,0,110000
60,75,8004,8,5,110,544,288,832,1103,1,0,2,1,3,8,0,2009,2,0,150,263435
70,60,7200,7,9,0,350,0,560,560,1,0,1,0,3,6,0,1971,2,256,0,155000
20,60,8281,5,5,0,553,0,864,0,0,0,1,0,3,5,1,1965,1,0,0,62383
70,74,11988,6,7,0,326,389,715,811,0,0,1,1,3,6,1,1939,1,0,0,188700
20,60,8430,5,5,136,616,424,1040,0,0,0,2,0,3,5,0,1966.55555555556,0,0,0,124000
120,37.5714285714286,3072,7,5,18,0,1375,1375,0,0,0,2,0,2,6,1,2004,2,144,20,178740
20,85,10628,7,5,0,778,499,1277,0,1,0,1,0,2,5,1,1970,2,0,0,167000
70,79,9480,5,7,224,386,342,728,756,0,0,1,1,3,7,2,1942,1,168,0,146500
20,98,11428,8,5,248,0,1626,1626,0,0,0,2,0,3,7,1,2006,3,0,44,250000
60,76,9291,6,5,120,426,406,832,878,0,0,2,1,3,7,0,1993,2,144,70,187000
120,67.5,6820,8,5,0,368,0,1488,0,1,0,1,1,1,4,0,1985,2,0,54,212000
60,92,11952,7,6,0,0,808,808,808,0,0,2,1,3,8,1,1977,2,0,0,190000
180,35,3675,6,5,80,459,88,547,0,1,0,1,0,2,5,0,2005,2,0,28,148000
20,110,14977,8,5,304,1350,626,1976,0,1,0,2,0,2,7,1,2006,3,250,63,440000
120,41,5330,8,5,0,1196,298,1494,0,1,0,2,0,2,6,0,2000,2,96,48,251000
20,80,8480,5,6,0,630,340,970,0,1,0,1,0,2,5,0,1996,2,0,24,132500
20,75,13125,6,5,215,994,484,1478,0,1,0,2,0,3,7,1,1997,2,140,39,208900
60,105,13693,9,5,772,0,2153,2153,574,0,0,2,1,3,9,1,2006,3,414,84,380000
20,79,10637,8,5,336,1288,417,1705,0,1,0,2,0,3,7,1,2007,3,208,44,297000
30,50,5925,4,7,435,168,739,907,0,0,0,1,0,2,7,0,1995,2,0,72,89471
20,98,16033,9,5,378,1261,572,1833,0,1,0,2,0,3,8,1,2004,3,519,112,326000
20,72,11846,9,5,562,1567,225,1792,0,1,0,2,0,2,6,1,2003,3,206,49,374000
70,50,2500,7,8,0,299,611,910,910,1,0,1,1,4,7,1,1915,1,0,0,155000
120,32,4500,6,5,116,897,319,1216,0,1,0,2,0,2,5,0,1998,2,0,125,164000
20,69.3,7758,5,7,0,588,411,999,0,1,0,1,0,3,6,0,1963,1,0,132,132500
20,80,9600,5,7,0,607,506,1113,0,0,0,1,0,3,5,1,1950,1,0,80,147000
20,79,10289,5,7,168,836,237,1073,0,1,0,1,1,3,6,0,1965,2,0,0,156000
20,70,12243,5,6,0,998,486,1484,0,0,0,2,0,3,7,1,1971,2,224,0,175000
190,60,10800,5,4,0,664,290,954,648,0,0,2,0,3,10,1,1970,2,142,0,160000
180,21,1526,4,8,0,515,115,630,0,1,0,1,0,1,3,0,1970,1,0,0,86000
160,36.2222222222222,2665,5,6,0,0,264,264,688,0,0,1,1,3,4,1,1976,1,141,24,115000
50,79,9490,6,7,0,403,238,806,620,1,0,1,0,3,5,2,1941,1,0,0,133000
60,105,15578,6,5,0,0,728,728,728,0,0,2,1,3,8,0,2006,2,0,0,172785
20,70,7931,5,6,0,374,363,1269,0,0,0,1,1,3,6,1,1964,1,0,0,155000
30,50,5784,5,8,0,0,190,190,0,0,0,1,0,2,4,0,1938,1,144,20,91300
30,60,7879,4,5,0,495,225,720,0,0,0,1,0,2,4,0,1942,0,0,523,34900
20,79.4,12692,8,5,0,1231,1969,3200,0,1,0,3,0,4,10,1,1992,2,264,75,430000
50,60,9120,7,6,0,329,697,1026,687,1,0,2,0,4,8,0,1925,1,0,100,184000
20,65,7800,5,7,89,450,414,864,0,0,0,1,0,3,5,0,1967,1,64,0,130000
20,70,7535,5,7,0,111,522,912,0,0,1,1,0,2,5,0,1958,1,12,285,120000
160,21,1890,6,5,285,356,316,672,546,0,0,1,1,3,7,0,1973,1,144,28,113000
60,75,9803,7,5,0,400,466,866,902,0,0,2,1,3,7,0,2005,2,0,108,226700
20,70,9170,5,7,0,698,420,1214,0,1,0,1,0,2,6,0,1965,2,0,0,140000
20,100,15602,7,8,0,1247,254,1501,0,1,0,2,0,1,6,2,1959,2,0,54,289000
160,24,2308,6,5,0,257,103,855,467,0,1,2,1,3,6,1,1974,2,260,0,147000
90,60,7596,5,5,360,0,960,960,1000,0,0,2,0,4,10,0,1952,2,0,0,124500
60,80,9554,8,5,125,380,397,777,846,0,0,2,1,3,8,1,1993,2,182,81,215000
20,75,7862,6,5,0,27,1191,1218,0,0,0,2,0,2,4,0,2009,2,0,102,208300
70,60,9600,7,9,0,141,548,689,689,0,0,2,0,3,7,1,1928,2,0,0,161000
20,80,9600,5,6,132,991,50,1041,0,1,0,1,0,3,6,0,1959,1,224,88,124500
20,75,14559,5,7,70,650,178,1008,0,1,0,1,0,2,6,2,1951,1,324,42,164900
120,40,6792,7,5,94,0,1368,1368,0,0,0,2,0,2,6,1,2005,2,132,35,202665
20,70,9100,5,5,0,521,169,864,0,1,0,1,0,3,5,0,1964,2,0,0,129900
20,71,9187,6,5,0,336,748,1084,0,0,0,1,1,3,5,0,1983,2,120,0,134000
45,55,10594,5,5,0,0,768,768,0,0,0,1,0,2,5,0,1926,1,0,0,96500
20,94,12220,10,5,305,1436,570,2006,0,1,0,2,1,3,9,1,2009,3,156,54,402861
80,72.8333333333333,10448,6,6,333,0,689,689,741,0,0,2,1,3,7,1,1972,2,0,104,158000
60,79,10208,7,5,921,0,1264,1264,1067,0,0,2,1,3,7,1,1996,3,220,0,265000
60,69.8,9531,6,5,0,706,88,794,914,1,0,2,1,3,7,0,1998,2,0,36,211000
70,53,10918,7,9,0,0,1276,1276,804,0,0,1,1,3,9,2,1926,1,0,0,234000
190,60,10800,4,7,0,0,0,0,600,0,0,2,0,3,7,0,1957.8,0,220,114,106250
20,90,11988,6,6,0,777,467,1244,0,0,0,1,1,3,6,2,1957,1,0,40,150000
50,50,5000,6,7,0,399,605,1004,660,0,0,2,0,3,7,2,1950,2,0,24,159000
60,130,40094,10,5,762,2260,878,3138,1538,1,0,3,1,3,11,1,2007,3,208,406,184750
60,95,11787,7,5,594,719,660,1379,1015,1,0,2,1,3,8,1,1996,3,239,60,315750
20,62,7500,7,5,0,0,1257,1257,0,0,0,2,0,3,6,1,2005,2,38,144,176000
20,70,13300,5,7,0,377,551,928,0,0,0,1,0,2,4,0,1956,1,261,0,132000
60,67,14948,9,5,268,1330,122,1452,1237,1,0,2,1,3,11,1,2008,3,126,66,446261
30,58,9098,4,7,0,348,180,528,0,1,0,1,0,2,5,0,1947.5,0,0,0,86000
20,89.6666666666667,32668,6,3,143.8,1219,816,2035,0,1,0,3,0,4,9,2,1975,2,0,0,200624
80,85,10200,6,5,219,783,678,1461,0,1,0,2,0,3,5,1,1988,2,224,0,175000
70,60,6155,6,8,0,0,611,611,611,0,0,2,0,3,6,0,1920,2,0,0,128000
20,60,7200,5,7,0,0,0,0,0,0,0,1,0,2,5,1,1967,1,0,0,107500
20,50,5000,1,3,0,0,0,0,0,0,0,1,0,1,2,0,1942,0,0,0,39300
60,74,9056,8,5,0,0,707,707,707,0,0,2,1,3,6,1,2004,2,100,35,178000
190,70,7000,5,7,0,969,148,1117,527,1,0,1,0,3,5,0,1961,0,85,0,107500
60,57,8924,7,5,0,0,880,880,844,0,0,2,1,3,8,0,1998,2,120,155,188000
20,73.8888888888889,12735,4,5,0,600,264,864,0,0,0,1,0,3,5,0,1980,2,216,0,111250
20,72.8333333333333,11553,5,5,188,673,378,1051,0,0,0,1,1,3,7,1,1968,1,466,0,158000
20,72.2857142857143,11423,8,5,479,1358,223,1581,0,1,0,2,0,3,6,1,2001,2,180,0,272000
20,85,14601,9,5,584,1260,578,1838,0,1,0,2,0,2,8,1,2006,3,270,68,315000
60,80.25,11000,8,5,72,0,969,969,1288,0,0,2,1,4,8,1,2000,3,0,56,248000
20,78,10140,7,5,0,144,379,1650,0,1,0,2,0,3,7,1,1998,2,78,73,213250
120,34,4058,7,5,182,584,0,723,0,1,0,1,0,1,4,0,1998,1,120,40,133000
60,58,17104,7,5,0,554,100,654,832,1,0,2,1,3,7,1,2006,2,100,24,179665
50,82.2222222222222,13837,7,5,178,1002,0,1204,806,0,0,2,1,4,9,0,1988,3,0,0,229000
50,70,8737,6,7,0,300,765,1065,720,0,0,1,1,3,6,1,1950,2,0,38,210000
85,54,7244,5,7,0,619,149,768,0,1,0,1,0,2,5,0,1987,2,104,0,129500
20,49,8235,5,7,0,180,0,825,0,1,0,1,0,2,4,0,1963,2,140,50,125000
60,75,9375,7,5,0,0,912,912,1182,0,0,2,1,4,8,1,2003,2,182,182,263000
120,53,4043,6,6,0,559,510,1069,0,0,0,2,0,2,4,0,1977,2,0,55,140000
20,50,6000,5,6,0,308,620,928,0,0,0,1,0,3,5,0,1957,1,0,0,112500
20,87,11146,8,5,250,0,1709,1709,0,0,0,2,0,3,7,1,2006,3,169,39,255500
20,67,8777,4,5,0,0,0,0,0,0,0,2,0,2,5,0,2002,2,0,96,108000
60,85,10625,7,5,292,866,132,998,1040,1,0,2,1,3,8,1,2003,3,320,62,284000
45,58,6380,5,6,0,0,993,993,0,0,0,1,0,2,5,1,1922,1,0,0,113000
20,69,14850,5,5,0,895,197,1092,0,1,0,1,0,2,6,1,1957,1,268,0,141000
50,60,11040,4,6,0,637,0,637,439,0,0,1,1,3,7,0,1994,1,0,47,108000
60,57,21872,7,5,0,604,125,729,717,0,1,2,1,3,6,1,1996,2,264,22,175000
120,56.125,3196,7,5,18,0,1374,1374,0,0,0,2,0,2,7,1,2003,2,143,20,234000
20,70.5555555555556,11341,5,6,180,1302,90,1392,0,1,0,1,1,3,5,1,1957,2,0,0,121500
20,77,10010,5,5,0,1071,195,1389,0,1,0,1,0,2,6,1,1975,2,240,38,170000
30,63,13907,5,6,0,290,706,996,0,1,0,1,0,3,6,1,1964.88888888889,0,144,0,108000
50,66,21780,6,7,0,0,1163,1163,511,0,0,2,0,4,8,1,1955,2,72,36,185000
